lncRNA	disease	label
SFTA1P	DOID:9256	0
SFTA1P	DOID:1115	0
SFTA1P	DOID:10534	1
SFTA1P	DOID:12930	0
SFTA1P	DOID:2394	0
SFTA1P	DOID:1540	0
SFTA1P	DOID:1785	0
SFTA1P	DOID:687	0
SFTA1P	DOID:9352	0
SFTA1P	DOID:3744	0
SFTA1P	DOID:2841	0
SFTA1P	DOID:0080208	0
MYCNOS	DOID:8649	0
MYCNOS	DOID:557	0
MYCNOS	DOID:3355	0
MYCNOS	DOID:9074	0
MYCNOS	DOID:8398	0
MYCNOS	DOID:11934	0
MYCNOS	DOID:707	0
MYCNOS	DOID:12449	0
MYCNOS	DOID:4074	0
MYCNOS	DOID:0050589	0
MYCNOS	DOID:13641	0
MYCNOS	DOID:0080001	0
MYCNOS	DOID:5419	0
MYCNOS	DOID:3962	0
MYCNOS	DOID:1993	0
MYCNOS	DOID:14250	0
MYCNOS	DOID:14004	0
MYCNOS	DOID:863	0
MYCNOS	DOID:11983	0
MYCNOS	DOID:11337	0
MYCNOS	DOID:1612	0
MYCNOS	DOID:7148	0
MYCNOS	DOID:1996	0
MYCNOS	DOID:635	0
MYCNOS	DOID:2129	0
MYCNOS	DOID:10591	0
MYCNOS	DOID:289	0
MYCNOS	DOID:3119	0
MYCNOS	DOID:684	1
MYCNOS	DOID:13378	0
MYCNOS	DOID:1686	0
MYCNOS	DOID:62	0
MYCNOS	DOID:9538	0
MYCNOS	DOID:114	0
MYCNOS	DOID:9970	0
MYCNOS	DOID:0060108	0
MYCNOS	DOID:8466	0
MYCNOS	DOID:4971	0
MYCNOS	DOID:2378	0
MYCNOS	DOID:769	1
MYCNOS	DOID:1909	0
MYCNOS	DOID:2870	0
MYCNOS	DOID:1883	0
MYCNOS	DOID:3369	0
MYCNOS	DOID:2316	0
MYCNOS	DOID:417	0
MYCNOS	DOID:1749	0
MYCNOS	DOID:9744	0
MYCNOS	DOID:409	0
MYCNOS	DOID:13922	0
MYCNOS	DOID:8947	0
MYCNOS	DOID:3973	0
MYCNOS	DOID:0050902	0
MYCNOS	DOID:4362	0
MYCNOS	DOID:4085	0
MYCNOS	DOID:5082	0
MYCNOS	DOID:11612	0
MYCNOS	DOID:10763	0
MYCNOS	DOID:418	0
MYCNOS	DOID:3371	0
MYCNOS	DOID:0080522	0
MYCNOS	DOID:4947	0
MYCNOS	DOID:0060250	0
MYCNOS	DOID:3070	0
MYCNOS	DOID:5517	0
MYCNOS	DOID:3247	0
MYCNOS	DOID:13001	0
MYCNOS	DOID:255	0
MYCNOS	DOID:7575	0
MYCNOS	DOID:8577	0
MYCNOS	DOID:3328	0
MYCNOS	DOID:3594	0
MYCNOS	DOID:0080638	0
MYCNOS	DOID:3717	0
MYCNOS	DOID:6432	0
MYCNOS	DOID:4450	0
MYCNOS	DOID:5844	0
MYCNOS	DOID:1936	0
MYCNOS	DOID:1596	0
MYCNOS	DOID:4195	0
MYCNOS	DOID:1932	0
MYCNOS	DOID:1240	0
MYCNOS	DOID:3565	0
MYCNOS	DOID:0002116	0
MYCNOS	DOID:9719	0
MYCNOS	DOID:1107	0
MYCNOS	DOID:824	0
MYCNOS	DOID:234	0
MYCNOS	DOID:9408	0
MYCNOS	DOID:11476	0
MYCNOS	DOID:7693	0
MYCNOS	DOID:2998	0
MYCNOS	DOID:332	0
MYCNOS	DOID:1380	0
MYCNOS	DOID:3302	0
MYCNOS	DOID:5041	0
MYCNOS	DOID:1319	0
MYCNOS	DOID:3347	0
MYCNOS	DOID:4905	0
MYCNOS	DOID:12894	0
MYCNOS	DOID:6039	0
MYCNOS	DOID:0060058	0
MYCNOS	DOID:3907	0
MYCNOS	DOID:3068	0
MYCNOS	DOID:2101	0
MYCNOS	DOID:10941	0
MYCNOS	DOID:9255	0
MYCNOS	DOID:11830	0
MYCNOS	DOID:8692	0
MYCNOS	DOID:9351	0
MYCNOS	DOID:1793	0
MYCNOS	DOID:5223	0
MYCNOS	DOID:331	0
MYCNOS	DOID:12205	0
MYCNOS	DOID:768	0
MYCNOS	DOID:8893	0
MYCNOS	DOID:3571	0
MYCNOS	DOID:0060060	0
MYCNOS	DOID:4914	0
MYCNOS	DOID:90	0
MYCNOS	DOID:11054	0
MYCNOS	DOID:305	0
MYCNOS	DOID:3121	0
MYCNOS	DOID:2671	0
MYCNOS	DOID:8584	0
MYCNOS	DOID:5520	0
MYCNOS	DOID:6713	0
MYCNOS	DOID:1289	0
MYCNOS	DOID:263	0
MYCNOS	DOID:8533	0
MYCNOS	DOID:4866	0
MYCNOS	DOID:9253	0
MYCNOS	DOID:1324	0
MYCNOS	DOID:5603	0
MYCNOS	DOID:2994	0
MYCNOS	DOID:8997	0
MYCNOS	DOID:1781	0
MYCNOS	DOID:585	0
MYCNOS	DOID:3083	0
MYCNOS	DOID:3908	0
MYCNOS	DOID:10283	0
MYCNOS	DOID:784	0
MYCNOS	DOID:9256	0
MYCNOS	DOID:1115	0
MYCNOS	DOID:10534	0
MYCNOS	DOID:12930	0
MYCNOS	DOID:2394	0
MYCNOS	DOID:1540	0
MYCNOS	DOID:1785	0
MYCNOS	DOID:687	0
MYCNOS	DOID:9352	0
MYCNOS	DOID:3744	0
MYCNOS	DOID:2841	0
MYCNOS	DOID:0080208	0
DPP10-AS1	DOID:8649	0
DPP10-AS1	DOID:557	0
DPP10-AS1	DOID:3355	0
DPP10-AS1	DOID:9074	0
DPP10-AS1	DOID:8398	0
DPP10-AS1	DOID:11934	0
DPP10-AS1	DOID:707	0
DPP10-AS1	DOID:12449	0
DPP10-AS1	DOID:4074	0
DPP10-AS1	DOID:0050589	0
DPP10-AS1	DOID:13641	0
DPP10-AS1	DOID:0080001	0
DPP10-AS1	DOID:5419	0
DPP10-AS1	DOID:3962	0
DPP10-AS1	DOID:1993	0
DPP10-AS1	DOID:14250	0
DPP10-AS1	DOID:14004	0
DPP10-AS1	DOID:863	0
DPP10-AS1	DOID:11983	0
DPP10-AS1	DOID:11337	0
DPP10-AS1	DOID:1612	1
DPP10-AS1	DOID:7148	0
DPP10-AS1	DOID:1996	0
DPP10-AS1	DOID:635	0
DPP10-AS1	DOID:2129	0
DPP10-AS1	DOID:10591	0
DPP10-AS1	DOID:289	0
DPP10-AS1	DOID:3119	0
DPP10-AS1	DOID:684	0
DPP10-AS1	DOID:13378	0
DPP10-AS1	DOID:1686	0
DPP10-AS1	DOID:62	0
DPP10-AS1	DOID:9538	0
DPP10-AS1	DOID:114	0
DPP10-AS1	DOID:9970	0
DPP10-AS1	DOID:0060108	0
DPP10-AS1	DOID:8466	0
DPP10-AS1	DOID:4971	0
DPP10-AS1	DOID:2378	0
DPP10-AS1	DOID:769	0
DPP10-AS1	DOID:1909	0
DPP10-AS1	DOID:2870	0
DPP10-AS1	DOID:1883	0
DPP10-AS1	DOID:3369	0
DPP10-AS1	DOID:2316	0
DPP10-AS1	DOID:417	0
DPP10-AS1	DOID:1749	0
DPP10-AS1	DOID:9744	0
DPP10-AS1	DOID:409	0
DPP10-AS1	DOID:13922	0
DPP10-AS1	DOID:8947	0
DPP10-AS1	DOID:3973	0
DPP10-AS1	DOID:0050902	0
DPP10-AS1	DOID:4362	0
DPP10-AS1	DOID:4085	0
DPP10-AS1	DOID:5082	0
DPP10-AS1	DOID:11612	0
DPP10-AS1	DOID:10763	0
DPP10-AS1	DOID:418	0
DPP10-AS1	DOID:3371	0
DPP10-AS1	DOID:0080522	0
DPP10-AS1	DOID:4947	0
DPP10-AS1	DOID:0060250	0
DPP10-AS1	DOID:3070	0
DPP10-AS1	DOID:5517	0
DPP10-AS1	DOID:3247	0
DPP10-AS1	DOID:13001	0
DPP10-AS1	DOID:255	0
DPP10-AS1	DOID:7575	0
DPP10-AS1	DOID:8577	0
DPP10-AS1	DOID:3328	0
DPP10-AS1	DOID:3594	0
DPP10-AS1	DOID:0080638	0
DPP10-AS1	DOID:3717	0
DPP10-AS1	DOID:6432	0
DPP10-AS1	DOID:4450	0
DPP10-AS1	DOID:5844	0
DPP10-AS1	DOID:1936	0
DPP10-AS1	DOID:1596	0
DPP10-AS1	DOID:4195	0
DPP10-AS1	DOID:1932	0
DPP10-AS1	DOID:1240	0
DPP10-AS1	DOID:3565	0
DPP10-AS1	DOID:0002116	0
DPP10-AS1	DOID:9719	0
DPP10-AS1	DOID:1107	0
DPP10-AS1	DOID:824	0
DPP10-AS1	DOID:234	0
DPP10-AS1	DOID:9408	0
DPP10-AS1	DOID:11476	0
DPP10-AS1	DOID:7693	0
DPP10-AS1	DOID:2998	0
DPP10-AS1	DOID:332	0
DPP10-AS1	DOID:1380	0
DPP10-AS1	DOID:3302	0
DPP10-AS1	DOID:5041	0
DPP10-AS1	DOID:1319	0
DPP10-AS1	DOID:3347	0
DPP10-AS1	DOID:4905	0
DPP10-AS1	DOID:12894	0
DPP10-AS1	DOID:6039	0
DPP10-AS1	DOID:0060058	0
DPP10-AS1	DOID:3907	0
DPP10-AS1	DOID:3068	0
DPP10-AS1	DOID:2101	0
DPP10-AS1	DOID:10941	0
DPP10-AS1	DOID:9255	0
DPP10-AS1	DOID:11830	0
DPP10-AS1	DOID:8692	0
DPP10-AS1	DOID:9351	0
DPP10-AS1	DOID:1793	0
DPP10-AS1	DOID:5223	0
DPP10-AS1	DOID:331	0
DPP10-AS1	DOID:12205	0
DPP10-AS1	DOID:768	0
DPP10-AS1	DOID:8893	0
DPP10-AS1	DOID:3571	0
DPP10-AS1	DOID:0060060	0
DPP10-AS1	DOID:4914	0
DPP10-AS1	DOID:90	0
DPP10-AS1	DOID:11054	0
DPP10-AS1	DOID:305	0
DPP10-AS1	DOID:3121	0
DPP10-AS1	DOID:2671	0
DPP10-AS1	DOID:8584	0
DPP10-AS1	DOID:5520	0
DPP10-AS1	DOID:6713	0
DPP10-AS1	DOID:1289	0
DPP10-AS1	DOID:263	0
DPP10-AS1	DOID:8533	0
DPP10-AS1	DOID:4866	0
DPP10-AS1	DOID:9253	0
DPP10-AS1	DOID:1324	0
DPP10-AS1	DOID:5603	0
DPP10-AS1	DOID:2994	0
DPP10-AS1	DOID:8997	0
DPP10-AS1	DOID:1781	0
DPP10-AS1	DOID:585	0
DPP10-AS1	DOID:3083	0
DPP10-AS1	DOID:3908	0
DPP10-AS1	DOID:10283	0
DPP10-AS1	DOID:784	0
DPP10-AS1	DOID:9256	1
DPP10-AS1	DOID:1115	0
DPP10-AS1	DOID:10534	0
DPP10-AS1	DOID:12930	0
DPP10-AS1	DOID:2394	0
DPP10-AS1	DOID:1540	0
DPP10-AS1	DOID:1785	0
DPP10-AS1	DOID:687	0
DPP10-AS1	DOID:9352	0
DPP10-AS1	DOID:3744	0
DPP10-AS1	DOID:2841	0
DPP10-AS1	DOID:0080208	0
LOC90784	DOID:8649	0
LOC90784	DOID:557	0
LOC90784	DOID:3355	0
LOC90784	DOID:9074	0
LOC90784	DOID:8398	0
LOC90784	DOID:11934	0
LOC90784	DOID:707	0
LOC90784	DOID:12449	0
LOC90784	DOID:4074	0
LOC90784	DOID:0050589	0
LOC90784	DOID:13641	0
LOC90784	DOID:0080001	0
LOC90784	DOID:5419	0
LOC90784	DOID:3962	0
LOC90784	DOID:1993	0
LOC90784	DOID:14250	0
LOC90784	DOID:14004	0
LOC90784	DOID:863	0
LOC90784	DOID:11983	0
LOC90784	DOID:11337	0
LOC90784	DOID:1612	0
LOC90784	DOID:7148	0
LOC90784	DOID:1996	0
LOC90784	DOID:635	0
LOC90784	DOID:2129	0
LOC90784	DOID:10591	0
LOC90784	DOID:289	0
LOC90784	DOID:3119	0
LOC90784	DOID:684	1
LOC90784	DOID:13378	0
LOC90784	DOID:1686	0
LOC90784	DOID:62	0
LOC90784	DOID:9538	0
LOC90784	DOID:114	0
LOC90784	DOID:9970	0
LOC90784	DOID:0060108	0
LOC90784	DOID:8466	0
LOC90784	DOID:4971	0
LOC90784	DOID:2378	0
LOC90784	DOID:769	0
LOC90784	DOID:1909	0
LOC90784	DOID:2870	0
LOC90784	DOID:1883	0
LOC90784	DOID:3369	0
LOC90784	DOID:2316	0
LOC90784	DOID:417	0
LOC90784	DOID:1749	0
LOC90784	DOID:9744	0
LOC90784	DOID:409	0
LOC90784	DOID:13922	0
LOC90784	DOID:8947	0
LOC90784	DOID:3973	0
LOC90784	DOID:0050902	0
LOC90784	DOID:4362	0
LOC90784	DOID:4085	0
LOC90784	DOID:5082	0
LOC90784	DOID:11612	0
LOC90784	DOID:10763	0
LOC90784	DOID:418	0
LOC90784	DOID:3371	0
LOC90784	DOID:0080522	0
LOC90784	DOID:4947	0
LOC90784	DOID:0060250	0
LOC90784	DOID:3070	0
LOC90784	DOID:5517	0
LOC90784	DOID:3247	0
LOC90784	DOID:13001	0
LOC90784	DOID:255	0
LOC90784	DOID:7575	0
LOC90784	DOID:8577	0
LOC90784	DOID:3328	0
LOC90784	DOID:3594	0
LOC90784	DOID:0080638	0
LOC90784	DOID:3717	0
LOC90784	DOID:6432	0
LOC90784	DOID:4450	0
LOC90784	DOID:5844	0
LOC90784	DOID:1936	0
LOC90784	DOID:1596	0
LOC90784	DOID:4195	0
LOC90784	DOID:1932	0
LOC90784	DOID:1240	0
LOC90784	DOID:3565	0
LOC90784	DOID:0002116	0
LOC90784	DOID:9719	0
LOC90784	DOID:1107	0
LOC90784	DOID:824	0
LOC90784	DOID:234	0
LOC90784	DOID:9408	0
LOC90784	DOID:11476	0
LOC90784	DOID:7693	0
LOC90784	DOID:2998	0
LOC90784	DOID:332	0
LOC90784	DOID:1380	0
LOC90784	DOID:3302	0
LOC90784	DOID:5041	0
LOC90784	DOID:1319	0
LOC90784	DOID:3347	0
LOC90784	DOID:4905	0
LOC90784	DOID:12894	0
LOC90784	DOID:6039	0
LOC90784	DOID:0060058	0
LOC90784	DOID:3907	0
LOC90784	DOID:3068	0
LOC90784	DOID:2101	0
LOC90784	DOID:10941	0
LOC90784	DOID:9255	0
LOC90784	DOID:11830	0
LOC90784	DOID:8692	0
LOC90784	DOID:9351	0
LOC90784	DOID:1793	0
LOC90784	DOID:5223	0
LOC90784	DOID:331	0
LOC90784	DOID:12205	0
LOC90784	DOID:768	0
LOC90784	DOID:8893	0
LOC90784	DOID:3571	0
LOC90784	DOID:0060060	0
LOC90784	DOID:4914	0
LOC90784	DOID:90	0
LOC90784	DOID:11054	0
LOC90784	DOID:305	0
LOC90784	DOID:3121	0
LOC90784	DOID:2671	0
LOC90784	DOID:8584	0
LOC90784	DOID:5520	0
LOC90784	DOID:6713	0
LOC90784	DOID:1289	0
LOC90784	DOID:263	0
LOC90784	DOID:8533	0
LOC90784	DOID:4866	0
LOC90784	DOID:9253	0
LOC90784	DOID:1324	0
LOC90784	DOID:5603	0
LOC90784	DOID:2994	0
LOC90784	DOID:8997	0
LOC90784	DOID:1781	0
LOC90784	DOID:585	0
LOC90784	DOID:3083	0
LOC90784	DOID:3908	0
LOC90784	DOID:10283	0
LOC90784	DOID:784	0
LOC90784	DOID:9256	0
LOC90784	DOID:1115	0
LOC90784	DOID:10534	0
LOC90784	DOID:12930	0
LOC90784	DOID:2394	0
LOC90784	DOID:1540	0
LOC90784	DOID:1785	0
LOC90784	DOID:687	0
LOC90784	DOID:9352	0
LOC90784	DOID:3744	0
LOC90784	DOID:2841	0
LOC90784	DOID:0080208	0
LOC728290	DOID:8649	0
LOC728290	DOID:557	0
LOC728290	DOID:3355	0
LOC728290	DOID:9074	0
LOC728290	DOID:8398	0
LOC728290	DOID:11934	0
LOC728290	DOID:707	0
LOC728290	DOID:12449	0
LOC728290	DOID:4074	0
LOC728290	DOID:0050589	0
LOC728290	DOID:13641	0
LOC728290	DOID:0080001	0
LOC728290	DOID:5419	0
LOC728290	DOID:3962	0
LOC728290	DOID:1993	0
LOC728290	DOID:14250	0
LOC728290	DOID:14004	0
LOC728290	DOID:863	0
LOC728290	DOID:11983	0
LOC728290	DOID:11337	0
LOC728290	DOID:1612	0
LOC728290	DOID:7148	0
LOC728290	DOID:1996	0
LOC728290	DOID:635	0
LOC728290	DOID:2129	0
LOC728290	DOID:10591	0
LOC728290	DOID:289	0
LOC728290	DOID:3119	0
LOC728290	DOID:684	1
LOC728290	DOID:13378	0
LOC728290	DOID:1686	0
LOC728290	DOID:62	0
LOC728290	DOID:9538	0
LOC728290	DOID:114	0
LOC728290	DOID:9970	0
LOC728290	DOID:0060108	0
LOC728290	DOID:8466	0
LOC728290	DOID:4971	0
LOC728290	DOID:2378	0
LOC728290	DOID:769	0
LOC728290	DOID:1909	0
LOC728290	DOID:2870	0
LOC728290	DOID:1883	0
LOC728290	DOID:3369	0
LOC728290	DOID:2316	0
LOC728290	DOID:417	0
LOC728290	DOID:1749	0
LOC728290	DOID:9744	0
LOC728290	DOID:409	0
LOC728290	DOID:13922	0
LOC728290	DOID:8947	0
LOC728290	DOID:3973	0
LOC728290	DOID:0050902	0
LOC728290	DOID:4362	0
LOC728290	DOID:4085	0
LOC728290	DOID:5082	0
LOC728290	DOID:11612	0
LOC728290	DOID:10763	0
LOC728290	DOID:418	0
LOC728290	DOID:3371	0
LOC728290	DOID:0080522	0
LOC728290	DOID:4947	0
LOC728290	DOID:0060250	0
LOC728290	DOID:3070	0
LOC728290	DOID:5517	0
LOC728290	DOID:3247	0
LOC728290	DOID:13001	0
LOC728290	DOID:255	0
LOC728290	DOID:7575	0
LOC728290	DOID:8577	0
LOC728290	DOID:3328	0
LOC728290	DOID:3594	0
LOC728290	DOID:0080638	0
LOC728290	DOID:3717	0
LOC728290	DOID:6432	0
LOC728290	DOID:4450	0
LOC728290	DOID:5844	0
LOC728290	DOID:1936	0
LOC728290	DOID:1596	0
LOC728290	DOID:4195	0
LOC728290	DOID:1932	0
LOC728290	DOID:1240	0
LOC728290	DOID:3565	0
LOC728290	DOID:0002116	0
LOC728290	DOID:9719	0
LOC728290	DOID:1107	0
LOC728290	DOID:824	0
LOC728290	DOID:234	0
LOC728290	DOID:9408	0
LOC728290	DOID:11476	0
LOC728290	DOID:7693	0
LOC728290	DOID:2998	0
LOC728290	DOID:332	0
LOC728290	DOID:1380	0
LOC728290	DOID:3302	0
LOC728290	DOID:5041	0
LOC728290	DOID:1319	0
LOC728290	DOID:3347	0
LOC728290	DOID:4905	0
LOC728290	DOID:12894	0
LOC728290	DOID:6039	0
LOC728290	DOID:0060058	0
LOC728290	DOID:3907	0
LOC728290	DOID:3068	0
LOC728290	DOID:2101	0
LOC728290	DOID:10941	0
LOC728290	DOID:9255	0
LOC728290	DOID:11830	0
LOC728290	DOID:8692	0
LOC728290	DOID:9351	0
LOC728290	DOID:1793	0
LOC728290	DOID:5223	0
LOC728290	DOID:331	0
LOC728290	DOID:12205	0
LOC728290	DOID:768	0
LOC728290	DOID:8893	0
LOC728290	DOID:3571	0
LOC728290	DOID:0060060	0
LOC728290	DOID:4914	0
LOC728290	DOID:90	0
LOC728290	DOID:11054	0
LOC728290	DOID:305	0
LOC728290	DOID:3121	0
LOC728290	DOID:2671	0
LOC728290	DOID:8584	0
LOC728290	DOID:5520	0
LOC728290	DOID:6713	0
LOC728290	DOID:1289	0
LOC728290	DOID:263	0
LOC728290	DOID:8533	0
LOC728290	DOID:4866	0
LOC728290	DOID:9253	0
LOC728290	DOID:1324	0
LOC728290	DOID:5603	0
LOC728290	DOID:2994	0
LOC728290	DOID:8997	0
LOC728290	DOID:1781	0
LOC728290	DOID:585	0
LOC728290	DOID:3083	0
LOC728290	DOID:3908	0
LOC728290	DOID:10283	0
LOC728290	DOID:784	0
LOC728290	DOID:9256	0
LOC728290	DOID:1115	0
LOC728290	DOID:10534	0
LOC728290	DOID:12930	0
LOC728290	DOID:2394	0
LOC728290	DOID:1540	0
LOC728290	DOID:1785	0
LOC728290	DOID:687	0
LOC728290	DOID:9352	0
LOC728290	DOID:3744	0
LOC728290	DOID:2841	0
LOC728290	DOID:0080208	0
WFDC21P	DOID:8649	0
WFDC21P	DOID:557	0
WFDC21P	DOID:3355	0
WFDC21P	DOID:9074	0
WFDC21P	DOID:8398	0
WFDC21P	DOID:11934	0
WFDC21P	DOID:707	0
WFDC21P	DOID:12449	0
WFDC21P	DOID:4074	0
WFDC21P	DOID:0050589	0
WFDC21P	DOID:13641	0
WFDC21P	DOID:0080001	0
WFDC21P	DOID:5419	0
WFDC21P	DOID:3962	0
WFDC21P	DOID:1993	0
WFDC21P	DOID:14250	0
WFDC21P	DOID:14004	0
WFDC21P	DOID:863	0
WFDC21P	DOID:11983	0
WFDC21P	DOID:11337	0
WFDC21P	DOID:1612	0
WFDC21P	DOID:7148	0
WFDC21P	DOID:1996	0
WFDC21P	DOID:635	0
WFDC21P	DOID:2129	0
WFDC21P	DOID:10591	0
WFDC21P	DOID:289	0
WFDC21P	DOID:3119	0
WFDC21P	DOID:684	1
WFDC21P	DOID:13378	0
WFDC21P	DOID:1686	0
WFDC21P	DOID:62	0
WFDC21P	DOID:9538	0
WFDC21P	DOID:114	0
WFDC21P	DOID:9970	0
WFDC21P	DOID:0060108	0
WFDC21P	DOID:8466	0
WFDC21P	DOID:4971	0
WFDC21P	DOID:2378	0
WFDC21P	DOID:769	0
WFDC21P	DOID:1909	1
WFDC21P	DOID:2870	0
WFDC21P	DOID:1883	0
WFDC21P	DOID:3369	0
WFDC21P	DOID:2316	0
WFDC21P	DOID:417	0
WFDC21P	DOID:1749	0
WFDC21P	DOID:9744	0
WFDC21P	DOID:409	0
WFDC21P	DOID:13922	0
WFDC21P	DOID:8947	0
WFDC21P	DOID:3973	0
WFDC21P	DOID:0050902	0
WFDC21P	DOID:4362	0
WFDC21P	DOID:4085	0
WFDC21P	DOID:5082	0
WFDC21P	DOID:11612	0
WFDC21P	DOID:10763	0
WFDC21P	DOID:418	0
WFDC21P	DOID:3371	0
WFDC21P	DOID:0080522	0
WFDC21P	DOID:4947	0
WFDC21P	DOID:0060250	0
WFDC21P	DOID:3070	0
WFDC21P	DOID:5517	0
WFDC21P	DOID:3247	0
WFDC21P	DOID:13001	0
WFDC21P	DOID:255	0
WFDC21P	DOID:7575	0
WFDC21P	DOID:8577	0
WFDC21P	DOID:3328	0
WFDC21P	DOID:3594	0
WFDC21P	DOID:0080638	0
WFDC21P	DOID:3717	0
WFDC21P	DOID:6432	0
WFDC21P	DOID:4450	0
WFDC21P	DOID:5844	0
WFDC21P	DOID:1936	0
WFDC21P	DOID:1596	0
WFDC21P	DOID:4195	0
WFDC21P	DOID:1932	0
WFDC21P	DOID:1240	0
WFDC21P	DOID:3565	0
WFDC21P	DOID:0002116	0
WFDC21P	DOID:9719	0
WFDC21P	DOID:1107	0
WFDC21P	DOID:824	0
WFDC21P	DOID:234	0
WFDC21P	DOID:9408	0
WFDC21P	DOID:11476	0
WFDC21P	DOID:7693	0
WFDC21P	DOID:2998	0
WFDC21P	DOID:332	0
WFDC21P	DOID:1380	0
WFDC21P	DOID:3302	0
WFDC21P	DOID:5041	0
WFDC21P	DOID:1319	0
WFDC21P	DOID:3347	0
WFDC21P	DOID:4905	0
WFDC21P	DOID:12894	0
WFDC21P	DOID:6039	0
WFDC21P	DOID:0060058	0
WFDC21P	DOID:3907	0
WFDC21P	DOID:3068	0
WFDC21P	DOID:2101	0
WFDC21P	DOID:10941	0
WFDC21P	DOID:9255	0
WFDC21P	DOID:11830	0
WFDC21P	DOID:8692	0
WFDC21P	DOID:9351	0
WFDC21P	DOID:1793	0
WFDC21P	DOID:5223	0
WFDC21P	DOID:331	0
WFDC21P	DOID:12205	0
WFDC21P	DOID:768	0
WFDC21P	DOID:8893	0
WFDC21P	DOID:3571	0
WFDC21P	DOID:0060060	0
WFDC21P	DOID:4914	0
WFDC21P	DOID:90	0
WFDC21P	DOID:11054	0
WFDC21P	DOID:305	0
WFDC21P	DOID:3121	0
WFDC21P	DOID:2671	0
WFDC21P	DOID:8584	0
WFDC21P	DOID:5520	0
WFDC21P	DOID:6713	0
WFDC21P	DOID:1289	0
WFDC21P	DOID:263	0
WFDC21P	DOID:8533	0
WFDC21P	DOID:4866	0
WFDC21P	DOID:9253	0
WFDC21P	DOID:1324	0
WFDC21P	DOID:5603	0
WFDC21P	DOID:2994	0
WFDC21P	DOID:8997	0
WFDC21P	DOID:1781	0
WFDC21P	DOID:585	0
WFDC21P	DOID:3083	0
WFDC21P	DOID:3908	0
WFDC21P	DOID:10283	0
WFDC21P	DOID:784	0
WFDC21P	DOID:9256	0
WFDC21P	DOID:1115	0
WFDC21P	DOID:10534	0
WFDC21P	DOID:12930	0
WFDC21P	DOID:2394	0
WFDC21P	DOID:1540	0
WFDC21P	DOID:1785	0
WFDC21P	DOID:687	0
WFDC21P	DOID:9352	0
WFDC21P	DOID:3744	0
WFDC21P	DOID:2841	0
WFDC21P	DOID:0080208	0
RAMP2-AS1	DOID:8649	0
RAMP2-AS1	DOID:557	0
RAMP2-AS1	DOID:3355	0
RAMP2-AS1	DOID:9074	0
RAMP2-AS1	DOID:8398	0
RAMP2-AS1	DOID:11934	0
RAMP2-AS1	DOID:707	0
RAMP2-AS1	DOID:12449	0
RAMP2-AS1	DOID:4074	0
RAMP2-AS1	DOID:0050589	0
RAMP2-AS1	DOID:13641	0
RAMP2-AS1	DOID:0080001	0
RAMP2-AS1	DOID:5419	0
RAMP2-AS1	DOID:3962	0
RAMP2-AS1	DOID:1993	0
RAMP2-AS1	DOID:14250	0
RAMP2-AS1	DOID:14004	0
RAMP2-AS1	DOID:863	0
RAMP2-AS1	DOID:11983	0
RAMP2-AS1	DOID:11337	0
RAMP2-AS1	DOID:1612	0
RAMP2-AS1	DOID:7148	0
RAMP2-AS1	DOID:1996	0
RAMP2-AS1	DOID:635	0
RAMP2-AS1	DOID:2129	0
RAMP2-AS1	DOID:10591	0
RAMP2-AS1	DOID:289	0
RAMP2-AS1	DOID:3119	0
RAMP2-AS1	DOID:684	0
RAMP2-AS1	DOID:13378	0
RAMP2-AS1	DOID:1686	0
RAMP2-AS1	DOID:62	0
RAMP2-AS1	DOID:9538	0
RAMP2-AS1	DOID:114	0
RAMP2-AS1	DOID:9970	0
RAMP2-AS1	DOID:0060108	0
RAMP2-AS1	DOID:8466	0
RAMP2-AS1	DOID:4971	0
RAMP2-AS1	DOID:2378	0
RAMP2-AS1	DOID:769	0
RAMP2-AS1	DOID:1909	0
RAMP2-AS1	DOID:2870	0
RAMP2-AS1	DOID:1883	0
RAMP2-AS1	DOID:3369	0
RAMP2-AS1	DOID:2316	0
RAMP2-AS1	DOID:417	0
RAMP2-AS1	DOID:1749	0
RAMP2-AS1	DOID:9744	0
RAMP2-AS1	DOID:409	0
RAMP2-AS1	DOID:13922	0
RAMP2-AS1	DOID:8947	0
RAMP2-AS1	DOID:3973	0
RAMP2-AS1	DOID:0050902	0
RAMP2-AS1	DOID:4362	0
RAMP2-AS1	DOID:4085	0
RAMP2-AS1	DOID:5082	0
RAMP2-AS1	DOID:11612	0
RAMP2-AS1	DOID:10763	0
RAMP2-AS1	DOID:418	0
RAMP2-AS1	DOID:3371	1
RAMP2-AS1	DOID:0080522	0
RAMP2-AS1	DOID:4947	0
RAMP2-AS1	DOID:0060250	0
RAMP2-AS1	DOID:3070	0
RAMP2-AS1	DOID:5517	0
RAMP2-AS1	DOID:3247	0
RAMP2-AS1	DOID:13001	0
RAMP2-AS1	DOID:255	0
RAMP2-AS1	DOID:7575	0
RAMP2-AS1	DOID:8577	0
RAMP2-AS1	DOID:3328	0
RAMP2-AS1	DOID:3594	0
RAMP2-AS1	DOID:0080638	0
RAMP2-AS1	DOID:3717	0
RAMP2-AS1	DOID:6432	0
RAMP2-AS1	DOID:4450	0
RAMP2-AS1	DOID:5844	0
RAMP2-AS1	DOID:1936	0
RAMP2-AS1	DOID:1596	0
RAMP2-AS1	DOID:4195	0
RAMP2-AS1	DOID:1932	0
